"","cids","smiles","MW","nHA","nHD","TPSA","nRot","nRing","MaxRing","nHet","fChar","nRig","nStereo","gasa","QED","Fsp3","MCE18","Lipinski","Pfizer","GSK","GoldenTriangle","logS","logD","logP","pka_acidic","pka_basic","caco2","PAMPA","pgp_inh","pgp_sub","hia","f20","f30","f50","OATP1B1","OATP1B3","BCRP","BSEP","BBB","MRP1","PPB","logVDss","Fu","CYP1A2sub","CYP2C19inh","CYP2C19sub","CYP2C9inh","CYP2C9sub","CYP2D6inh","CYP2D6sub","CYP3A4inh","CYP3A4sub","CYP2B6inh","CYP2B6sub","CYP2C8inh","LMhuman","clplasma","t05","hERG","DILI","Ames","ROA","FDAMDD","SkinSen","Carcinogenicity","EC","EI","Respiratory","HHT","NeurotoxicityDI","Ototoxicity","Hematotoxicity","NephrotoxicityDI","Genotoxicity","RPMI8226","A549","HEK293","NRAhR","NRAR","NRARLBD","NRAromatase","NRER","NRERLBD","NRPPARgamma","SRARE","SRATAD5","SRHSE","SRMMP","SRp53","Aggregators","Fluc"
"1","cid9866186","O=C(O)C=Cc1ccc(-c2ccc(O)c(C34CC5CC(CC(C5)C3)C4)c2)c(Cl)c1",408.15,3,2,57.53,4,6,6,4,0,26,0,0,0.585,0.4,72,0,1,1,0,-4.213141752,3.133625615,4.599449599,5.406672591,2.236608196,-5.177408828,0.427789062,0.00015282,9.66e-05,0.007989109,0.254982471,0.464374065,0.991099572,0.025675355,0.262580633,0.049198788,0.991954863,0.003814032,0.99857378,99.14798348,-0.519928533,0.423181952,4.49e-06,0.088780627,0.051355354,0.277799398,0.99727124,0.000464645,0.108850509,6.61e-05,2.28e-06,0.992300034,0.121532544,0.370686293,0.868381977,2.846540721,0.978169718,0.175173923,0.373940825,0.217378572,0.345370978,0.961036503,0.059102952,0.402049363,2.83e-07,0.021569947,0.815139651,0.829577327,0.05701125,0.995267391,0.115963504,0.564064801,0.002957562,0.030606665,0.750630498,0.660752237,0.282779664,0.196046546,0.074129067,0.21360299,0.294243038,0.067810439,0.915641963,0.988352478,0.030849354,0.913162231,0.113467187,0.050167184,1,1
"2","cid53325874","CC(N=C(NC#N)Nc1cccc2ncccc12)c1ccccc1",315.15,5,2,73.1,5,3,10,5,0,19,1,0,0.333,0.105,30,0,0,0,0,-4.189396351,2.978783059,2.96209664,8.603910048,5.991871343,-4.588264797,0.712089658,0.339662492,0.996300459,0.004388988,0.025874138,0.689782321,0.957978621,0.93691361,0.979910731,0.000308115,0.347422659,0.354264677,0.047778621,78.25953928,0.073499363,18.71183659,0.995424926,0.009040727,0.124344707,0.506924987,0.002054648,0.000462876,6.02e-06,0.99976927,0.999583423,0.001197603,0.070257269,0.312372714,0.659698009,4.003369823,0.75117786,0.186030269,0.829605877,0.705115318,0.740708888,0.385679573,0.386985898,0.214149684,0.00022751,0.662980676,0.88905853,0.648463666,0.796294868,0.586522281,0.354003072,0.736636162,0.992460668,0.030007714,0.029737543,0.218487427,0.338610232,1.89e-05,7.4e-05,6.06e-05,0.006843463,4.81e-06,7.58e-06,0.826337516,1.98e-06,5.22e-05,0.235051945,0.009577357,0.264,0.086
"3","cid1714884","CCCCCCCCc1ccc(-c2ccc(C(=O)O)cc2)cc1",310.19,2,1,37.3,9,2,6,2,0,13,0,0,0.581,0.381,11,0,1,1,0,-4.552420182,3.978627717,6.214615008,5.53653435,3.035669554,-5.037294629,0.654428244,0.005029476,0.218570367,0.519973725,0.30180341,0.25948143,0.65281263,0.984328389,0.998513997,0.490120143,0.980794966,0.003657094,0.955104887,99.50497855,-0.069814992,0.132674542,0.008175558,0.998877466,0.174038291,3.9e-06,0.998991072,0.423032701,0.880941689,2.82e-08,6.37e-05,0.135988384,0.954217494,0.999999642,0.001020466,1.228008047,1.101306977,0.716379106,0.828461111,0.242128626,0.361129522,0.272048861,0.198397025,0.246553272,0.027256418,0.960419238,0.821721077,0.666875184,0.367916226,0.749748409,0.374088407,0.869810998,0.000486466,0.047497217,0.654964268,0.300074756,0.01196266,0.069555491,0.000438051,0.057975758,0.335311204,0.007570113,0.195923001,0.678213656,0.00040135,0.299358159,0.826378107,0.003712087,0.996,0.96
"4","cid2130404","N#CC(=Cc1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2ncccc12",433.04,5,1,78.92,5,4,10,7,0,25,0,0,0.3,0,22,0,0,1,0,-6.74200336,3.65289887,4.964396889,10.21801842,3.657792645,-5.03954336,0.097397856,0.964094758,2.8e-06,3.36e-05,0.001112521,0.015985191,0.899029911,0.969646096,0.99298054,7.93e-08,0.999999881,0.838144004,0.467418283,99.07088715,-0.260499356,0.513548156,0.067508198,0.999772727,0.0002913,0.996845663,0.988629937,0.086897023,0.480733424,0.998364985,0.809139729,0.95493561,6.47e-06,0.999997616,0.907589257,2.914985758,0.8482572,0.514391303,0.985702574,0.669135094,0.671756685,0.778329074,0.825991213,0.731555164,0.002289695,0.643680751,0.828777373,0.703414202,0.414575756,0.418653727,0.40713343,0.768322945,0.967425108,0.102223262,0.489779383,0.832634866,0.958496392,0.072682008,0.003357933,0.314127386,0.036521323,0.003802442,0.028304284,0.950077891,0.008872299,0.303061903,0.997708559,0.948620856,1,0.738
"5","cid2126","CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21",351.18,4,2,66.4,4,3,10,4,0,19,0,0,0.819,0.364,49.867,0,1,1,0,-4.029683338,2.75872427,4.280724258,4.235813017,1.77009861,-5.187799631,0.784561634,0.888268054,0.095911682,0.02476871,0.192440748,0.218542039,0.961386416,0.994408786,0.994420707,0.008235338,0.995076597,5.88e-05,0.991040409,98.8478355,-0.537359388,0.633012576,2.63e-05,0.577609301,0.024988003,0.006136286,0.044378795,0.031802062,0.000333497,6.94e-06,0.002991436,3.12e-05,0.001165988,0.981748521,0.584351659,1.245069585,1.189822237,0.32956934,0.97293359,0.648785889,0.463677973,0.536950111,0.298028022,0.273683697,6.24e-05,0.876429915,0.688440442,0.641747952,0.575492501,0.615208805,0.61331898,0.891436458,0.936299026,0.0645983,0.101773791,0.267143607,0.089232937,0.049359448,0.000292728,0.657456875,0.249531463,0.062979989,0.16146338,0.96690917,0.060857531,0.882570267,0.975120783,0.211054578,0.452,0.982
"6","cid25022340","CNC(C)C(=O)NC1CN(C(=O)CC(C)C)CCC2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O",561.33,9,3,110.85,12,4,11,9,0,28,4,0,0.436,0.5,86.667,0,0,1,1,-3.435403518,2.81083361,2.715454712,7.950473769,7.142081637,-5.862941385,0.955753446,0.004303473,0.062024593,0.003068089,0.012847364,0.758568391,0.999836182,0.10587775,0.995515645,3.52e-05,0.919426084,0.485482574,0.787534773,88.69892337,-0.122153156,8.64675086,3.86e-07,0.985007763,1,1.29e-05,8.86e-12,6.07e-09,3.42e-10,0.004975127,0.999999762,1.95e-07,0.00114119,0.701562941,0.257345319,1.798771027,1.052559986,0.808934748,0.171737626,0.039280124,0.644488096,0.901046336,0.031755242,0.021448188,5.36e-13,3.41e-07,0.383875132,0.951001465,0.984193504,0.976322889,0.180548027,0.846484005,0.999972582,0.090573318,0.285659552,0.326051593,1.82e-05,1.5e-05,4.85e-09,4.59e-05,0.00733207,1.06e-11,3.16e-12,0.025396114,3.23e-08,1.78e-09,9.32e-06,8.47e-07,0.025,0
"7","cid11955716","CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O",409.24,6,2,67.25,5,4,9,6,0,23,0,0,0.812,0.458,56.229,0,1,1,0,-3.3067026,2.903029781,3.344580909,9.563493701,7.698285506,-5.033485984,0.000779956,0.553961575,0.973325312,0.000436723,0.084538221,0.13691777,0.159038723,0.045900814,0.022922684,0.013627532,0.991681397,0.062090263,0.999580443,95.81795375,0.553756341,4.670625041,0.999990344,0.585064232,0.986572504,0.000142713,0.751645148,0.999884129,0.654193282,0.194315702,0.998359144,0.976651251,8.11e-05,0.02186258,0.407837212,1.570276429,1.432743033,0.894856513,0.64623338,0.535279453,0.855265677,0.946057975,0.755408168,0.608623803,1.2e-07,0.003659526,0.989741087,0.842266738,0.840137243,0.855088949,0.318833262,0.979796946,0.999104798,0.264281213,0.480372131,0.81212467,0.006405724,0.000515905,4.63e-05,0.000824727,0.517777383,0.004745159,0.000142479,0.180964381,0.010755696,0.02229337,0.178741485,0.000395944,0.239,0.009
"8","cid11175137","Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1",337.13,3,2,40.71,3,4,6,4,0,23,0,0,0.743,0.25,48,0,1,0,0,-3.75822559,3.198446615,3.551785238,10.20048121,7.081088508,-5.248080013,0.991500497,0.571374178,0.114203267,2.47e-05,7.13e-05,0.002615631,0.096886635,0.68421483,0.766397834,0.566568136,0.999906659,0.914013922,0.914926291,95.71408234,0.586659532,4.406838395,0.217077509,0.003172062,0.008033921,0.000963985,0.512821436,0.082381591,0.866255999,0.11946997,0.847104132,0.99871099,0.000339385,0.159916297,0.000124794,8.211529562,0.726390645,0.926663041,0.827282488,0.207840607,0.963331401,0.901004434,0.253692597,0.115083344,0.006708425,0.27745831,0.995564222,0.878415883,0.987080514,0.732484043,0.327825099,0.994000196,0.960023344,0.098665714,0.550061762,0.512516856,0.072722897,0.018426048,0.019172838,0.172690779,0.078033194,0.00926438,0.139744058,0.054872215,0.039831761,0.015282971,0.749425292,0.003795429,1,0.265
"9","cid56973724","COc1cc(OC2CCN(C)CC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)n2C",452.25,9,1,86.44,6,5,9,9,0,28,0,0,0.613,0.542,68.595,0,0,1,0,-4.204435968,3.02821143,3.301198753,9.020280641,7.489993445,-5.035487799,4.19e-05,0.553827047,0.000344055,9.14e-05,0.006550848,0.03853929,0.957987286,0.999294639,0.999930501,0.91409117,0.99996686,0.123130485,0.985264599,76.55338416,1.180538414,12.38148177,0.250996321,0.001014923,0.999957681,2.22e-06,0.057132576,0.058832124,0.99870348,0.992807031,0.99787581,0.000840183,0.00301162,0.00411996,0.084027477,7.744107138,1.478187694,0.963762403,0.840201735,0.343293905,0.663433373,0.945167661,0.050193261,0.611726403,4.12e-08,0.00053675,0.942567468,0.935267925,0.977268159,0.882381141,0.574971199,0.961792052,0.938163936,0.339824945,0.511653721,0.946125746,0.131644428,0.000990046,6.46e-05,0.149716541,0.115522094,2.85e-05,0.159857675,0.971603155,0.999267042,0.026668951,0.661125839,0.053303238,0.191,0.029
"10","cid16659841","Cc1cc(Nc2nc(NC(C)c3ncc(F)cn3)ncc2Cl)n[nH]1",348.1,8,3,104.3,5,3,6,10,0,17,1,0,0.651,0.214,34,0,0,0,0,-2.673392946,2.03790476,1.638890156,7.069621958,3.348659467,-5.208453613,0.016504135,0.015306312,0.000240423,7.03e-06,0.000195682,0.001218975,0.01508379,0.997913539,0.906961083,0.010324941,0.999994516,0.001203583,0.990203261,75.23153652,0.30720041,24.38458214,0.951146066,0.829909861,0.998225391,0.00979017,0.991247892,0.001204707,0.998948634,0.919992328,0.999781191,0.000124631,3.79e-06,0.996019065,0.024668692,5.816865575,0.899733323,0.321510345,0.988339067,0.206401125,0.524856031,0.624224484,0.026097486,0.788021386,1.1e-07,0.206008956,0.754508376,0.841953695,0.956368566,0.771535039,0.386363477,0.945968807,0.999641299,0.097394608,0.086854935,0.388017356,0.971138179,0.107212625,1.93e-05,0.115981273,0.046943761,0.001290008,0.000399899,0.996481776,0.056630168,0.001108699,0.003169906,0.003902135,0.635,0.055
"11","cid51039095","COc1cc(CCc2cc(NC(=O)c3ccc(N4CC(C)NC(C)C4)cc3)n[nH]2)cc(OC)c1",463.26,8,3,91.51,9,4,6,8,0,24,2,0,0.472,0.385,74.111,0,0,1,0,-3.265498313,2.60988013,2.318906034,10.54480996,7.446318566,-5.499848912,0.000142411,0.993992507,0.523926914,0.000972152,0.00047791,0.050595045,0.737534195,0.985278964,0.998082519,0.034330342,0.999988914,0.000131929,0.676266253,78.59922301,0.539342897,20.74420109,1,0.001369338,0.99998486,8.84e-07,0.157592624,0.135473505,0.604934216,0.958634853,0.00143277,0.098310888,0.021503264,0.129018351,0.011540371,4.628529054,0.640799594,0.948306143,0.990489244,0.673707366,0.642452061,0.810917854,0.029554959,0.681069732,6.69e-08,0.02568523,0.970997334,0.949477732,0.984773159,0.963366568,0.664461613,0.991561711,0.999584377,0.230975553,0.406691521,0.687776089,0.93460542,0.999283254,0.222874686,0.070976526,0.024521267,0.000120322,0.067057036,0.999875665,3.74e-05,0.000438353,0.695598423,0.000141263,0.476,0.424
"12","cid44137675","Cc1cc(C(C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1",408.18,8,2,96.17,5,4,10,8,0,25,1,0,0.67,0.318,75.345,0,0,1,0,-4.111084548,1.948246728,1.575061572,4.349143183,4.412480809,-4.935123727,0.972759128,0.000654722,0.12312635,8.94e-06,7.19e-05,6.21e-05,0.004167616,0.990856409,0.984103918,4.8e-06,0.993999243,0.005975575,0.999669552,91.94636991,-0.707471511,6.01869166,5.03e-09,0.000525333,0.000447379,0.939110577,0.003202873,5.62e-07,3.26e-09,0.047455758,0.024935361,0.023502009,3.66e-12,0.999004185,0.004867535,2.086523541,0.914853454,0.086857826,0.992228568,0.392377675,0.221340343,0.085781835,0.249565855,0.627195656,0.000133624,0.353837132,0.363477498,0.840142846,0.935513496,0.704666138,0.451643556,0.933888972,0.994310141,0.040427793,0.004394962,0.058369711,4.46e-05,0.000343151,1.26e-06,0.001288397,0.002949595,1.59e-05,0.000371137,0.23012206,0.000192572,0.018584598,0.000499486,0.005997566,0.047,0.01
"13","cid16741245","CN(C)C(=O)c1ccc(S(=O)(=O)c2ccc(NC(=O)C(C)(O)C(F)(F)F)c(Cl)c2)cc1",478.06,7,2,103.78,8,2,6,12,0,16,1,0,0.687,0.263,46,0,0,1,0,-4.043376666,2.461159629,2.327902811,6.655765276,4.05555209,-4.870676867,0.795086384,0.325779647,0.00195304,3.46e-06,0.000251234,0.00659579,0.0024001,0.266415477,0.219043747,0.029994218,0.998469532,0.040161919,0.999525785,94.5783145,0.111925585,4.132464182,0.993570805,7.03e-05,0.999918222,1.44e-05,0.696334362,5.73e-10,2.32e-09,0.025969531,0.999999881,9.17e-09,3.33e-09,0.007023671,1.45e-05,5.261057896,0.708668285,0.394572645,0.999989271,0.011072756,0.036282387,0.140590966,0.063463569,0.388722122,3.26e-07,0.051466186,0.078685619,0.944683254,0.010872622,0.443296522,0.523667872,0.992848039,0.999933839,0.111164987,0.098265037,0.502928138,0.00259675,0.013018854,0.00025191,0.012922553,0.456510752,0.002829956,9.13e-06,0.078807883,6.63e-05,1.19e-06,0.050171964,0.002021953,0.039,0.012
"14","cid11152667","NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)NC1CCCNC1",362.12,6,5,96.25,6,3,6,8,0,19,1,0,0.673,0.294,58.727,0,0,0,0,-3.358113849,2.292832869,2.088840497,9.046326724,6.290056928,-5.849287816,0.793311,0.042221926,0.520716131,6.78e-05,0.001834571,0.00797081,0.004500449,0.215212122,0.624451399,2.75e-05,0.091282897,0.604595661,0.779578269,76.21689288,0.232520673,21.16414828,0.254011631,0.017036395,0.092232145,2.96e-05,0.000114124,0.002035252,0.00863385,0.026681297,0.989678144,0.021711482,2.11e-08,0.002837215,0.000760301,2.186571241,1.191776033,0.748385012,0.997235,0.770621061,0.548178494,0.189500853,0.209708199,0.649429917,2.13e-07,0.022387275,0.532085776,0.955262721,0.922681212,0.827771664,0.539729238,0.956062257,0.999994874,0.133614004,0.075430177,0.252747387,0.024907794,0.00205595,0.002027031,0.101211525,0.044878021,0.000331838,0.000382215,0.04589301,0.001534004,0.29567492,0.098022752,0.00340032,0.78,0.209
"15","cid25262965","COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cc1CO",465.24,9,1,93.07,5,5,10,9,0,29,2,0,0.61,0.48,92.676,0,0,1,0,-4.162754336,2.834612499,3.132210736,8.680689734,6.605524115,-4.815413697,0.000172057,0.846911609,0.000843313,1.32e-05,0.003946304,0.00391835,0.071455956,0.93453294,0.993642807,0.031250335,0.999979019,0.014230865,0.996668398,92.98789425,0.154627605,6.225376626,0.03018048,0.067102745,0.631922722,0.281047821,0.544593513,0.00026171,0.221584842,0.020857813,0.793209672,0.056461476,0.006382857,0.999987364,0.427011132,6.108581546,0.328178805,0.37023133,0.995334685,0.755622208,0.061281331,0.290476143,0.287840247,0.980526268,1.94e-07,0.018680111,0.613472164,0.96620965,0.998582006,0.942294359,0.473377824,0.99468708,0.874501824,0.513765752,0.072711147,0.777644455,0.082145013,0.274770141,0.02146065,0.403020173,0.466450781,0.006677121,0.005337585,0.834395885,0.131644338,0.025660058,0.352413654,0.174426168,0.042,0.597
"16","cid5738263","O=c1c2ccccc2nc(C=Cc2cccnc2)n1Cc1ccccc1",339.14,4,0,47.78,4,4,10,4,0,25,0,0,0.564,0.045,19,0,0,0,0,-3.616716954,3.056666914,2.848310407,8.485073684,5.578284668,-4.717922864,0.016703434,0.916024208,0.000592203,0.001116335,0.0505265,0.146948934,0.014634669,0.299746007,0.332943618,0.000150652,0.997803032,0.002004876,0.870582044,97.90004387,-0.205444802,1.533720161,0.669415772,0.989676178,0.370315552,0.977151573,0.302096277,0.161445811,0.328866303,0.987220824,0.125229746,0.96762979,0.630632401,0.999255359,0.439408839,4.215549903,0.581117875,0.768024683,0.365894943,0.676484585,0.24213925,0.867819428,0.996127665,0.424517423,5.36e-05,0.394176245,0.517324924,0.627400935,0.953755617,0.37754634,0.117219537,0.45049569,0.33849296,0.11125347,0.439510345,0.826989591,0.922993779,0.020106209,0.003748933,0.044786725,0.755236864,0.003793309,0.003527615,0.897749782,0.113089792,0.083072424,0.600746453,0.391067415,0.913,0.99
"17","cid11364421","CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1",521.31,10,2,102.93,8,5,10,10,0,30,1,0,0.57,0.571,101.5,0,0,1,1,-4.197233844,3.327006455,3.930755072,8.840203255,7.207130233,-5.427334605,0.000781168,0.850793839,0.005265408,9.7e-05,0.012315512,0.072022855,0.995351417,0.999872088,0.999921799,0.551209152,0.99996531,0.000359469,0.971341908,86.00498729,1.396612911,4.862534039,0.15835911,0.003864452,0.999993682,1.22e-05,0.0001189,0.006024002,0.000349343,0.430939943,0.243397266,0.000332827,1.27e-07,0.924454689,0.976392508,5.705310277,1.191471033,0.97706306,0.914794803,0.178823009,0.752164602,0.957635581,0.095982887,0.413049608,5.23e-12,7.84e-06,0.949965656,0.953359544,0.975207269,0.87819463,0.655188203,0.947356403,0.999902964,0.454580039,0.429115683,0.933875978,0.000459263,0.000621767,0.073704734,0.83234942,0.090637498,0.000576434,0.996810853,0.887554646,0.999991894,0.000967718,0.118258446,0.973163962,0.166,0.006
"18","cid53440640","CC(=CC(=O)Nc1ccccc1C(=O)O)c1ccc2ccccc2c1",331.12,4,2,66.4,5,3,10,4,0,20,0,0,0.688,0.048,17,0,1,1,0,-4.937883253,2.877295536,4.729827361,5.504560514,-1.288359663,-5.046466135,0.968355954,0.017235959,0.095662065,0.003240287,0.007439077,0.037077069,0.620671451,0.986278951,0.997993469,0.009896848,0.976712525,0.003388833,0.984734178,98.64181576,-0.820218559,0.595680943,0.074029639,0.752273083,0.001035455,0.572180569,0.000972679,1.01e-05,3.11e-07,0.037882302,0.003667132,5.6e-06,3.28e-11,0.992401958,0.748966694,1.265597367,0.995264654,0.159590513,0.975809753,0.511993885,0.265198857,0.447132975,0.262438416,0.358979642,0.000574354,0.935067058,0.473187953,0.769446969,0.700139225,0.464641958,0.587713897,0.778490841,0.952420652,0.042657617,0.041135468,0.14963977,0.976002276,0.009670462,0.007002817,0.023134653,0.18873547,0.001741514,0.258094013,0.993403256,0.016360596,0.955096066,0.969052732,0.867905319,0.988,0.998
"19","cid156422","Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1",527.29,8,2,80.65,10,5,10,8,0,29,0,0,0.309,0.355,63.524,1,0,1,1,-5.239767264,4.203521467,5.442770847,9.40003889,6.801876453,-5.014577575,0.056770351,0.997018576,0.021921666,0.00011766,0.176661432,0.99722352,0.99870733,0.999761403,0.996921301,0.000343612,0.999854207,1.86e-06,0.690396547,98.61707721,0.244764948,0.886712516,0.000733484,0.164074898,1.07e-05,0.02711541,6.54e-06,0.00190417,0.001596896,0.04459662,0.978326738,0.987265825,1.67e-09,0.999988198,0.989577293,3.582288646,0.656607644,0.794011176,0.991512477,0.465785772,0.187784761,0.655280352,0.133751735,0.714328468,1.01e-09,0.003310361,0.49518007,0.88656491,0.949737012,0.79821229,0.677935183,0.913392544,0.931749284,0.17044802,0.355796099,0.852389157,0.891952574,0.041489858,0.007641437,0.04693928,0.059878364,0.000824934,0.00056513,0.86655879,0.012699418,0.0103361,0.963827908,0.105493993,0.891,0.389
"20","cid25150857","COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC",490.31,8,1,65.99,7,5,10,8,0,30,0,0,0.536,0.5,64.381,0,1,1,0,-3.631155969,3.149548541,3.628057401,9.886059018,8.463259781,-5.040872237,1.18e-05,0.852222562,0.703570843,1.55e-06,0.000811517,0.000216186,0.101098239,0.774944961,0.666834414,0.89851588,0.999489307,0.992388427,0.999840498,83.84769475,0.673072704,15.69165395,0.999962926,0.003757055,0.971446097,3.8e-05,0.038723957,0.814200521,0.997499645,0.141079009,0.999929667,0.106809236,4.19e-05,0.001256526,0.456439227,7.362891738,1.007989221,0.997482955,0.264773011,0.348327726,0.769960284,0.946294248,0.407815754,0.365738511,3.43e-08,6.72e-05,0.997201443,0.896645665,0.998252451,0.776289701,0.536239147,0.958221793,0.986907601,0.131621212,0.669440567,0.915830314,0.156803846,0.346212357,0.743111193,0.139999434,0.245044321,0.001324798,0.148849249,0.708188772,0.866199434,0.027821483,0.021807939,0.667611957,0.119,0.003
"21","cid445091","CC1(C)CC=C(c2cnc3ccccc3c2)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21",448.18,5,2,79.29,5,5,10,5,0,30,0,1,0.384,0.138,61.515,0,0,1,0,-4.968850254,3.089512654,5.054865612,6.961898443,1.155728598,-5.113323392,0.560231566,0.745723367,0.023922192,1.22e-05,0.001291633,0.000857115,0.234288096,0.990395129,0.998160422,0.205448642,0.999985814,5.48e-05,0.996767402,98.6171054,-0.545570995,0.727440783,0.000237832,0.796705365,7.86e-05,0.124505781,0.956675589,0.000727956,0.073991887,1.25e-05,0.005463216,8.06e-06,9.74e-06,0.999999642,0.67232269,0.850218993,1.287709686,0.795408309,0.996683061,0.838851511,0.567795217,0.881095409,0.087914452,0.29148984,7.17e-10,0.182692692,0.773247421,0.841679931,0.896427274,0.850072324,0.762946248,0.977888584,0.995826423,0.154721171,0.435347944,0.623760045,0.806904256,0.159551457,0.01060994,0.228818849,0.552667916,0.016849749,0.458964407,0.964494407,0.213833243,0.3200064,0.975113034,0.555352211,0.999,0.983
"22","cid445455","CC1(C)CCC(C)(C)c2cc(C(O)C(=O)Nc3ccc(C(=O)O)cc3F)ccc21",399.18,5,3,86.63,5,3,10,6,0,19,1,0,0.704,0.391,78,0,0,0,0,-3.784777286,2.623372342,3.579966632,4.267722774,2.177642223,-5.165051025,0.973915398,0.006953482,0.006583578,0.000156045,0.001501203,0.002974093,0.469688714,0.985980868,0.999530315,9.23e-06,0.985370755,7.18e-07,0.997076154,98.68892134,-0.342711931,0.80966271,2.64e-07,0.33310768,0.048434366,0.003091983,0.002626295,0.001595203,7.62e-05,9.07e-07,0.052717067,1.03e-06,2.98e-07,0.951516032,0.041140795,2.02530707,1.033126131,0.115021586,0.893291056,0.49367252,0.410730392,0.683444619,0.007799232,0.265962064,2.55e-06,0.390544742,0.640842915,0.648824275,0.751580417,0.944953263,0.412311703,0.963638604,0.987684488,0.0441157,0.031290274,0.079789735,0.030021513,0.969542861,0.00011926,0.354046077,0.039433941,0.004633578,0.00592988,0.866489351,0.007100952,0.713024557,0.766229033,0.025723379,0.138,0.152
"23","cid9813758","Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1",255.15,5,3,68.24,3,3,13,5,0,15,0,1,0.749,0.286,16,0,0,0,0,-2.144142285,1.513678336,1.705131307,11.18865216,8.140577871,-5.914695528,0.197044179,0.172128126,0.803264022,0.000665963,0.014374197,0.009490192,0.180538297,0.947711349,0.527102113,0.003012918,0.994550884,0.711609364,0.957519174,67.08773509,0.583289765,29.33265879,0.973701537,3.52e-05,0.039218269,0.281804085,0.135880783,0.852953792,0.999875665,0.444996655,0.190195769,5.92e-06,3.59e-07,0.993688762,0.000882153,6.386440868,0.762888164,0.483507752,0.564451277,0.754347265,0.454526544,0.612514794,0.587092638,0.637212574,0.000493102,0.39437148,0.795057416,0.758864343,0.910389066,0.691351831,0.493310958,0.550238132,0.912739813,0.107497416,0.204033792,0.245014966,0.971069455,0.073064923,0.154624403,0.034327663,0.374853462,0.015798701,0.201737612,0.460325837,0.500844896,0.181634203,0.171085089,0.557183325,0.716,0.634
"24","cid135440466","Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12",479.17,8,4,106.27,6,5,9,9,0,29,1,0,0.334,0.28,87.75,0,0,1,0,-4.394147437,2.652637449,3.013746332,8.976334222,6.245289556,-5.833464088,0.879744351,0.074898764,0.672766089,3.46e-06,0.000110507,0.000762582,0.128424883,0.912132978,0.987123847,0.000185619,0.999990344,0.046655141,0.963304996,93.79550516,0.214975339,5.189492716,0.00208935,0.973402977,2.19e-06,0.855184495,0.807022631,0.000475651,0.948566377,0.99229759,1.86e-05,0.003076262,1.08e-10,0.998277307,0.999897122,3.999204331,0.568732378,0.586283028,0.995161593,0.36483708,0.360659003,0.777608514,0.007391016,0.586002707,1.35e-09,0.019442774,0.697877526,0.844861746,0.988114536,0.948239565,0.469748765,0.991097093,0.99981755,0.077771708,0.185014784,0.590843797,0.170559213,0.000134696,4.37e-07,0.001013295,0.603809536,0.006934913,1.13e-06,0.012114091,0.004923083,0.002450106,0.010323617,3.29e-05,0.695,0.235
"25","cid24785538","CC1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1",461.21,10,3,116.13,7,6,9,11,0,30,1,0,0.376,0.348,110.452,0,0,1,0,-4.196494692,3.134837786,3.410509907,8.574373649,5.318849304,-5.210925199,0.166228727,0.727321148,5e-05,1.54e-05,0.002460599,0.002771914,0.191682816,0.999758065,0.999973893,0.002817209,0.999999881,1.19e-05,0.987558901,97.72427193,0.450117284,2.192631299,0.499555022,0.838290513,0.003206945,0.895323575,0.905807614,0.000106356,0.979615688,0.788727701,0.134155422,0.000644483,2.56e-08,0.999999881,0.245485425,3.448335955,0.711445198,0.806369662,0.989123821,0.715414524,0.782031536,0.964912653,0.016449781,0.877135575,6.45e-11,0.001431394,0.92347604,0.925505817,0.921507597,0.859652996,0.435624391,0.971987188,0.999981761,0.265680969,0.27367264,0.922311127,0.66768235,0.101169594,0.001330453,0.766399562,0.326318592,0.00074456,0.803902686,0.956178784,0.781873286,0.007998763,0.902168512,0.455724984,0.478,0.008
