"","cids","smiles","MW","nHA","nHD","TPSA","nRot","nRing","MaxRing","nHet","fChar","nRig","nStereo","gasa","QED","Fsp3","MCE18","Lipinski","Pfizer","GSK","GoldenTriangle","logS","logD","logP","pka_acidic","pka_basic","caco2","PAMPA","pgp_inh","pgp_sub","hia","f20","f30","f50","OATP1B1","OATP1B3","BCRP","BSEP","BBB","MRP1","PPB","logVDss","Fu","CYP1A2sub","CYP2C19inh","CYP2C19sub","CYP2C9inh","CYP2C9sub","CYP2D6inh","CYP2D6sub","CYP3A4inh","CYP3A4sub","CYP2B6inh","CYP2B6sub","CYP2C8inh","LMhuman","clplasma","t05","hERG","DILI","Ames","ROA","FDAMDD","SkinSen","Carcinogenicity","EC","EI","Respiratory","HHT","NeurotoxicityDI","Ototoxicity","Hematotoxicity","NephrotoxicityDI","Genotoxicity","RPMI8226","A549","HEK293","NRAhR","NRAR","NRARLBD","NRAromatase","NRER","NRERLBD","NRPPARgamma","SRARE","SRATAD5","SRHSE","SRMMP","SRp53","Aggregators","Fluc"
"461","cid6918736","COc1cc(OC)c(C=CS(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1",451.13,9,2,120.39,11,2,6,10,0,16,0,0,0.531,0.286,17,0,0,1,0,-3.339220447,1.850674403,1.777406964,5.044670397,3.136115705,-5.208523667,0.543278992,0.000970016,0.000106029,0.005088389,0.026198983,0.002786696,0.651814222,0.579899192,0.992564797,0.000707299,0.978280902,0.000401985,0.870481849,96.28741248,-0.819681682,2.562077945,0.000127228,0.002126279,0.634700239,0.005381124,0.999697447,3.23e-05,0.064892188,0.461319596,0.000325716,1.18e-08,1.55e-07,0.000393618,0.001228495,3.127055071,1.291710582,0.160936967,0.987074375,0.357143074,0.241147995,0.507960141,0.246460378,0.401989013,0.0082933,0.476208866,0.679733634,0.777575493,0.277627289,0.665479004,0.438216656,0.748989999,0.96704793,0.109018371,0.011714288,0.098587126,0.314157635,0.28275317,0.696426392,0.001106386,0.501658201,0.010611562,0.468980849,0.36237511,0.008463007,0.207419068,0.007872821,0.165532038,0.108,0.01
"462","cid25126798","N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1",306.16,6,1,83.18,4,4,9,6,0,21,1,0,0.8,0.412,64.917,0,0,0,0,-3.161860199,2.385874601,2.04912129,9.740835015,4.511348768,-4.831251745,0.077665873,0.543645382,0.001157798,0.000172377,0.001696587,0.000481606,0.128654778,0.496730626,0.985927224,0.743538499,0.999990344,0.078052118,0.687571049,50.98043663,0.023441898,49.83360233,0.381785929,0.518420219,0.000382073,0.005581487,0.780712605,0.023182796,0.763251007,0.904245794,0.998534322,0.200270385,4.33e-06,0.994198442,0.199137196,6.0372268,1.050879353,0.142386854,0.950550616,0.542885363,0.695451915,0.860958934,0.041612722,0.510634303,3.31e-05,0.56570375,0.980042577,0.729802668,0.833506763,0.729263902,0.366469592,0.602008164,0.978227854,0.124140613,0.058719166,0.369108826,0.001295977,0.000127224,4.51e-06,0.000578757,0.001840324,1.24e-05,0.012079097,0.036643717,0.000430763,0.000224595,0.005542516,1.31e-05,0.601,0.137
"463","cid135659046","CC(C(=O)Nc1cccc(N=Cc2c(O)ccc3ccccc23)c1)c1ccccc1",394.17,4,2,61.69,6,4,10,4,0,25,1,0,0.406,0.077,42,0,1,1,0,-4.783828576,3.934644917,4.395076318,10.11567224,5.171349603,-5.005873166,0.965840757,0.138501629,0.000228135,5.96e-06,0.000137329,0.000106215,0.467809856,0.937917054,0.999723613,1.69e-05,0.998898387,0.211578235,0.319922656,98.79165674,-0.174846767,0.452981514,0.981734276,0.420655727,0.09477827,0.987543106,0.105614848,0.94767493,0.094168186,0.844364047,0.322127312,0.959441721,0.000278699,0.999465168,0.933146775,4.927841307,0.547514871,0.288861901,0.888527274,0.895154059,0.363987356,0.761106312,0.947655559,0.755198658,2.53e-05,0.743069768,0.879359365,0.833388627,0.943339407,0.26300922,0.638930619,0.852498531,0.990687549,0.043195993,0.295925826,0.815008461,0.992824912,0.654246628,0.007748623,0.280077964,0.391255826,0.012579878,0.021114565,0.878447711,0.00514551,0.07083983,0.994647801,0.205381408,1,0.622
"464","cid10302451","CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1",541.21,10,1,90.44,8,6,10,11,0,33,0,0,0.452,0.481,75,0,0,1,1,-4.521583889,3.033576913,3.274822672,9.090489764,7.755133403,-4.768933757,0.013445676,0.449369848,0.004160455,2.74e-06,0.001419663,2.74e-06,0.012353957,0.578556716,0.788441598,0.463038743,0.999999642,0.955623329,0.988350391,90.0550214,0.863399294,8.833035577,0.999830246,0.010108407,0.997501314,1.19e-06,0.360268533,0.997696817,0.926739633,0.811928272,0.087946214,0.937076449,0.000312368,0.000226571,0.134481147,4.66914275,0.999551968,0.960829437,0.986961961,0.62398541,0.746286511,0.758903623,0.607206106,0.778223336,2.24e-07,0.002686351,0.971904755,0.912859678,0.988718867,0.8199417,0.653210104,0.976463318,0.675610065,0.245989218,0.345787883,0.855220199,0.32773456,0.004955554,0.000930415,0.779819787,0.035810951,0.002170496,0.005009232,0.90790832,0.33416152,0.7896294,0.902731895,0.348055452,0.036,0.001
"465","cid10127622","Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21",456,7,3,88.41,7,3,9,10,0,17,0,0,0.389,0.176,19,0,0,1,0,-5.798120381,2.840253386,3.330024182,8.13424459,5.378803244,-4.781524786,0.01562834,0.092142776,0.733326197,0.026833773,0.015365422,0.80338268,0.374604821,0.97181648,0.994540393,0.000153961,5.27e-05,0.055347476,0.35605526,97.01672969,0.393302235,3.013474164,0.973320007,0.017558284,4.08e-07,0.155600935,2.13e-05,0.00350906,0.000261738,0.276639998,0.34741652,0.071939431,1.88e-10,0.977272153,0.012494882,4.638065611,0.744607396,0.776536167,0.999963403,0.913083017,0.587355256,0.130213857,0.959502518,0.183380574,3.14e-07,0.366730213,0.494529903,0.652605414,0.915224671,0.878076196,0.685164332,0.980122209,0.999033332,0.04390699,0.230223909,0.576169133,0.969319046,0.111582175,0.222482592,0.652190268,0.952457666,0.939458787,0.024125388,0.99317205,0.321762234,0.70927161,0.993937969,0.996195793,0.574,0.112
"466","cid9843750","CC(NC(=O)C(O)C(C)C)C(=O)NC1C(=O)N(C)CCc2ccccc21",361.2,7,3,98.74,7,2,11,7,0,15,3,0,0.706,0.526,51.31,0,0,0,0,-1.954780785,1.118698264,0.999811348,9.336346124,6.027340571,-5.314038157,0.584143162,0.121211395,0.950337887,0.058405578,0.656115532,0.640264034,0.996075781,0.063090712,0.806365609,0.033280168,0.862095952,0.752150595,0.958892226,41.60164697,-0.145980584,54.86262366,0.259278417,0.002864456,0.999902129,5.36e-06,0.176647887,7.12e-06,0.025151936,0.409112662,0.988714159,1.67e-06,0.003882104,2.44e-07,0.526063085,4.437722731,1.616539745,0.092031769,0.594370902,0.476971805,0.223347619,0.299188137,0.165794715,0.276938021,9.16e-06,0.056613434,0.205750838,0.432253361,0.763350189,0.689264059,0.297971636,0.551861584,0.991914511,0.075296931,0.011869568,0.14325875,0.001710859,0.015109823,7.13e-05,0.000826273,0.288134962,2.83e-06,4.48e-07,0.002093564,9.07e-05,1.52e-05,3.24e-05,9.99e-05,0.13,0
"467","cid11609586","c1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1",328.17,4,3,52.74,6,4,9,4,0,22,0,0,0.469,0.095,18,0,1,0,0,-3.52650742,2.696856589,3.087238165,9.575538222,5.113350128,-5.309026537,0.00791745,0.962392569,0.718951881,0.000723183,0.20411706,0.268140733,0.899750948,0.567521036,0.378792018,0.984239221,0.999984145,0.411215663,0.645255923,96.02031503,-0.203852775,3.163909431,0.074172683,0.999953508,9.08e-08,0.993654966,0.109137274,0.999703825,0.91022104,0.999998808,0.113187477,1,1.57e-10,1,0.983955204,6.470550146,0.227530439,0.831748009,0.985913575,0.667488396,0.619111001,0.637396157,0.838544726,0.212391675,5.66e-05,0.76718384,0.93318969,0.818284452,0.825470209,0.437470973,0.395448357,0.800423563,0.997864068,0.077659465,0.25805366,0.783351123,0.996695161,0.008105622,0.004767247,0.934503675,0.396959275,0.139304683,0.024180995,0.728634894,0.099566706,0.680595219,0.951896608,0.619454026,0.977,0.608
"468","cid135398744","CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12",474.2,10,1,113.42,7,4,9,11,0,25,0,0,0.553,0.5,58.303,0,0,1,0,-3.125428115,2.128110678,2.199984468,8.731809828,5.925258111,-4.811701486,0.171376541,0.910214007,0.994280815,0.003385842,0.048634648,0.359921992,0.979473552,0.017475171,0.005444963,0.001941206,0.999994755,0.013837251,0.973626256,96.8446726,0.152915522,2.745380414,0.167489231,0.001714093,0.999999404,0.002501287,0.99940598,3.93e-07,0.000260678,0.774882138,0.99968946,0.204348177,6.28e-06,0.00042645,0.999236465,8.757288791,0.399828921,0.570306182,0.999517798,0.506918907,0.647345185,0.863405704,0.015827294,0.893658876,4.5e-06,0.017692134,0.945475042,0.966076672,0.934971571,0.818541408,0.720033765,0.967840552,0.999217153,0.24062933,0.066430882,0.580562055,0.001253549,0.005123899,1.55e-06,0.016065083,0.001031526,2.46e-06,9.86e-06,0.636970758,0.001561804,6.29e-05,0.002092191,0.004107531,0.058,0.003
"469","cid24748573","O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12",349.06,5,2,75.11,3,4,14,6,0,23,0,0,0.516,0,21,0,0,1,0,-4.765519568,2.529331784,4.297801492,6.238565529,1.058660191,-5.041001104,0.994280934,0.002522602,0.125654384,0.038288772,0.03128624,0.031571031,0.265331507,0.855131924,0.944308639,0.05770126,0.942162633,0.012217365,0.95602107,99.13774112,-0.763889433,0.332732234,0.000362045,0.756479204,1.43e-08,0.404927194,0.005039708,0.705048263,1.03e-06,0.000314637,7.83e-08,0.199706018,3e-08,0.999999762,8.62e-06,0.377665149,1.414914541,0.710124493,0.996879101,0.489617109,0.65724498,0.680969954,0.443149447,0.453752518,4.71e-08,0.586286128,0.898774624,0.789146483,0.756767333,0.82049799,0.592190087,0.978601575,0.96327424,0.082989775,0.30268535,0.507754743,0.998166502,0.017185533,0.011022783,0.488560259,0.598816276,0.024839349,0.075552911,0.994673431,0.031827308,0.867276251,0.999560058,0.507327557,0.839,0.7
"470","cid54454","CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21",418.27,5,1,72.83,7,3,10,5,0,19,7,1,0.639,0.76,54,0,1,1,0,-4.940801956,4.05821852,4.360756578,7.933618856,4.812195089,-5.075403105,0.462560266,0.900036097,0.54520148,0.053389549,0.650127321,0.990136606,0.998676195,0.992148995,0.972817361,0.307967633,0.99422437,0.832947314,0.997050762,94.63853481,0.21971462,5.130842063,0.000145349,0.000751107,0.361577064,0.004808443,3.61e-05,3.01e-05,1.68e-09,0.999990582,0.999984622,0.000114243,0.403332978,0.999960542,0.999455035,7.257327746,0.666752077,0.233155221,0.426626176,0.325118124,0.121990949,0.867079318,0.827349722,0.34838292,9.21e-05,0.029961362,0.176724657,0.844239175,0.790273368,0.947971165,0.353462964,0.980728805,0.122368477,0.105543748,0.046808563,0.1535694,3.93e-05,0.026651034,0.00053101,0.005779888,0.659188628,0.002620177,8.34e-05,0.009257533,1.02e-05,8.97e-06,0.003442281,0.000672691,0.325,0
"471","cid4369359","NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F",407.12,6,2,77.04,6,3,9,12,0,17,1,0,0.622,0.438,71.739,0,0,1,0,-2.90784593,1.622064279,1.181877497,8.933779013,5.442036279,-5.084476281,0.367034107,0.00380453,0.428874224,2.03e-05,6.69e-05,2.11e-05,8.88e-05,0.004646113,0.006154809,0.00278694,0.999915481,0.000423214,0.997306824,59.11746592,0.523446988,38.33093896,0.572020829,0.000427871,0.954271674,5.69e-07,0.002571458,0.000129276,4.14e-05,5.17e-05,0.456327528,6.86e-12,5.62e-09,0.141660333,7.51e-06,6.068427567,0.729527631,0.459051192,0.334245265,0.511251688,0.98895067,0.976932764,0.459482372,0.113412924,3.6e-07,0.02811772,0.9976421,0.95524931,0.995938897,0.94690448,0.287373006,0.992837846,0.999999523,0.100062236,0.314066738,0.635029554,0.055681787,0.066772662,0.000415402,0.459243566,0.178626999,0.001559983,3.17e-05,0.086260088,0.000800586,0.000109587,0.002032206,0.001971553,0.035,0
"472","cid45279963","O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ccc(OCC(O)CO)cc21",425.14,5,3,78.79,6,4,15,7,0,24,1,0,0.56,0.208,72.172,0,0,1,0,-4.741368188,3.075967013,3.687106077,8.61547498,6.122160372,-5.270530642,0.592256784,0.34829843,0.175144717,0.000706315,0.006390452,0.001795411,0.00601995,0.903917432,0.890892208,0.079534985,0.99982363,0.009349197,0.932189286,97.52090731,0.592573786,1.890535619,0.013077245,0.002298058,0.721531808,0.379209369,0.976404011,0.000789614,0.364379644,0.099125415,0.032837093,0.998973846,2.59e-09,0.999808967,0.958119571,5.796541104,0.734998812,0.616218269,0.725110054,0.937178493,0.440022439,0.562240899,0.105078474,0.627793193,1.4e-09,0.011863932,0.383957714,0.907169104,0.819272101,0.989928663,0.547248662,0.987746358,0.999157786,0.051920924,0.644189656,0.743695438,0.722043097,0.593311548,0.164530441,0.407021761,0.947310328,0.492310464,0.048149705,0.726749539,0.096686445,0.280612409,0.944139838,0.272730172,0.983,0.349
"473","cid216239","CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1",464.09,7,3,92.35,9,3,6,11,0,20,0,0,0.461,0.095,21,0,0,1,0,-6.407025474,3.833071537,4.679001843,9.828889259,2.956488199,-5.166335088,0.974290967,0.967772305,0.004703345,0.001207769,0.062052369,0.003023982,0.999221538,0.996018112,0.99995172,1.24e-05,0.999999762,0.002642894,0.813256621,99.32618499,0.006621469,0.245691591,0.52410841,0.962603569,0.00114877,0.876880229,0.014687547,8.95e-06,0.002344615,0.060164332,0.998564065,0.999998212,1.06e-11,1,0.022335691,4.594969111,0.890139132,0.634365022,0.997654498,0.390363127,0.315192312,0.780927539,0.197057933,0.113642491,1.57e-07,0.28179273,0.611053944,0.784461081,0.677277684,0.548782587,0.756536245,0.973456323,0.999958634,0.082215793,0.366330951,0.919671118,0.936497211,0.000356036,7.36e-05,0.266992301,0.354831964,0.000116405,6.64e-05,0.999056399,0.086130403,0.004603738,0.99914217,0.949729025,0.994,0.446
"474","cid10296883","CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1",438.18,8,2,94.22,3,6,10,8,0,34,0,0,0.477,0.2,70.267,0,0,1,0,-4.03502902,2.958473421,3.159142424,9.382638697,6.948722906,-5.36821515,0.065818734,0.946892619,0.001571411,6.9e-05,1.53e-05,0.000191987,0.001257479,0.967161298,0.894212246,9e-06,0.996294439,0.766098619,0.866954744,96.83332574,0.1775102,2.687815147,2.99e-07,0.01004541,3.09e-10,0.239464223,0.001216974,3.33e-06,0.009997842,0.999807894,1.4e-07,0.00021254,2.16e-17,0.999999404,0.997180939,0.31181222,1.428296124,0.789673805,0.953588367,0.716634691,0.669155777,0.768837214,0.270727575,0.51101166,9.06e-07,0.061768375,0.92167151,0.945102274,0.989538848,0.769212186,0.845468044,0.961988389,0.999556243,0.080442943,0.203188464,0.525872111,0.957791388,0.020567941,0.004202042,0.074497856,0.006601585,0.000299996,0.00050025,0.483785242,0.006001036,0.069457099,0.923317373,0.127987385,0.246,0.074
"475","cid51037431","Fc1ccc(CNc2ncnc3ccc(F)cc23)cc1",271.09,3,1,37.81,3,3,10,5,0,17,0,0,0.792,0.067,15,0,1,0,0,-3.614951486,3.522565794,3.45220207,10.26610744,4.076298657,-4.919238905,0.004464316,0.996525347,0.000150753,6.7e-05,0.000204504,0.000415385,0.000859022,0.867688715,0.735379994,0.003121028,0.999999762,0.997947514,0.135340393,95.50083025,-0.17130883,4.057924673,0.103748597,0.999040782,0.000861897,0.997077584,0.328980774,0.998009384,0.325132549,0.963221788,0.226784393,0.910330653,3.65e-06,0.999997139,0.632787347,5.071378364,0.712067351,0.568892419,0.814605892,0.711944699,0.693671823,0.79342109,0.123663358,0.72577697,0.000210792,0.691616893,0.649194062,0.774421155,0.973795116,0.498217404,0.376800507,0.98693037,0.99464649,0.081839748,0.635420203,0.695252597,0.595042944,0.057136636,0.017014921,0.061332874,0.153121874,0.00184659,0.050943691,0.677553177,0.052255411,0.001090696,0.242607266,0.049886953,0.536,0.008
"476","cid44259","CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4",466.2,7,2,69.45,2,8,26,7,0,37,4,1,0.406,0.321,142.946,0,0,1,0,-4.026719019,2.973876458,2.969580008,9.522767981,7.933090916,-5.281738383,0.2480845,0.593493819,0.828509331,0.013079047,0.073998809,0.67000711,0.843995318,0.399560601,0.441090673,0.380431265,0.771967173,0.878522575,0.834185839,98.4068053,0.11524775,1.009482442,0.024683263,0.048719164,0.994146705,0.044360597,0.029741272,0.003013575,0.004397916,0.064825229,0.994030893,0.146235645,0.974393129,0.98958838,0.306890845,1.654038933,1.02845449,0.826126933,0.890858829,0.910093963,0.802637935,0.978786469,0.550141871,0.553335309,2.78e-15,1.13e-06,0.974789202,0.965190113,0.998188674,0.985036671,0.5100649,0.701939642,0.99999094,0.613779902,0.581525028,0.801844656,0.679314852,0.015775304,0.499252617,0.817336082,0.716827869,0.139022917,0.010533911,0.733032465,0.707158685,0.589786768,0.986192524,0.977590561,0.961,0.008
"477","cid7048594","CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4",466.2,7,2,69.45,2,8,26,7,0,37,4,1,0.406,0.321,142.946,0,0,1,0,-4.026719019,2.973876458,2.969580008,9.522767981,7.933090916,-5.281738383,0.2480845,0.593493819,0.828509331,0.013079047,0.073998809,0.67000711,0.843995318,0.399560601,0.441090673,0.380431265,0.771967173,0.878522575,0.834185839,98.4068053,0.11524775,1.009482442,0.024683263,0.048719164,0.994146705,0.044360597,0.029741272,0.003013575,0.004397916,0.064825229,0.994030893,0.146235645,0.974393129,0.98958838,0.306890845,1.654038933,1.02845449,0.826126933,0.890858829,0.910093963,0.802637935,0.978786469,0.550141871,0.553335309,2.78e-15,1.13e-06,0.974789202,0.965190113,0.998188674,0.985036671,0.5100649,0.701939642,0.99999094,0.613779902,0.581525028,0.801844656,0.679314852,0.015775304,0.499252617,0.817336082,0.716827869,0.139022917,0.010533911,0.733032465,0.707158685,0.589786768,0.986192524,0.977590561,0.961,0.008
"478","cid5329102","CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C",398.21,6,3,77.23,8,3,9,7,0,18,0,0,0.626,0.364,40,0,0,0,0,-3.846032522,2.853226424,3.025190108,9.948680972,7.636462517,-5.625007632,0.013696775,0.443895936,0.467542917,0.003351867,0.000132442,8.74e-05,0.001682878,0.845893323,0.780867994,0.000133548,0.980573833,0.202230856,0.309682578,86.37859635,0.653218378,11.70195656,0.655088007,1.29e-05,0.494170308,0.000927589,3.03e-09,0.021417459,0.047710095,0.121474177,0.995141387,1.41e-05,7.61e-18,0.005888467,0.000612294,8.652084473,0.400470302,0.909346998,0.946047604,0.943022549,0.876359046,0.970618367,0.987909913,0.670204341,1.58e-09,0.005023299,0.996438503,0.937934339,0.993093729,0.874538183,0.912644863,0.988341391,0.999699116,0.210965678,0.446737021,0.86339885,0.045807317,0.000267741,0.000320791,0.005868447,0.420735449,6.41e-05,9.83e-07,0.579826474,0.012467594,0.000600895,0.009203063,0.081002586,0.347,0.525
"479","cid2746","CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1",269.12,5,4,84.22,5,2,6,5,0,14,0,0,0.748,0.067,12,0,0,0,0,-2.836968616,1.64279185,1.329376763,9.199020619,5.120405911,-4.717853917,0.608757317,0.011410392,0.618798196,0.000198424,0.000622928,0.002896249,0.357195795,0.345452547,0.962464213,0.004898211,0.007222875,0.390593112,0.936214685,63.46493401,0.213482594,32.52602333,0.026782762,0.15617016,0.972053409,0.509041071,0.00153809,0.003455707,0.002085984,0.023370842,0.019465178,0.060662884,1.98e-08,0.027830048,0.14390488,3.222032395,1.09969652,0.187427148,0.996814191,0.910666585,0.07476519,0.504732311,0.901988447,0.46935609,2.36e-05,0.937729478,0.620077193,0.574544251,0.925169289,0.087197579,0.776783526,0.687234938,0.999977946,0.09597823,0.007873938,0.464903742,0.998775184,0.893878579,0.045447044,0.106247284,0.954910517,0.00814967,0.051211819,0.984272957,0.874727726,0.236971945,0.994173229,0.984485388,0.068,0.417
"480","cid11213558","COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC",470.17,11,3,128.75,7,4,10,12,0,24,0,0,0.471,0.273,53.857,0,0,1,0,-5.129088189,3.097656916,3.170380484,9.129380353,3.903017608,-4.8685827,0.00582643,0.860895932,0.000984543,0.005505264,0.00662595,0.006156087,0.996285991,0.999807298,0.999996662,0.486514539,0.999999881,2.48e-06,0.980072916,98.27669612,0.20543871,1.443814775,0.858676672,0.363943726,0.035048638,0.551530957,0.177804604,1.79e-05,1.29e-05,0.975258172,0.999993443,0.082793362,4.52e-07,0.999991179,0.801408827,4.130511818,0.812054999,0.838623643,0.998857498,0.294444233,0.561189115,0.669080138,0.017300744,0.607703626,3.43e-11,0.034392711,0.614321053,0.96269846,0.94660455,0.914909422,0.558993697,0.989386797,0.99889791,0.396876693,0.58598423,0.808862209,0.999924779,0.784838259,0.06821797,0.738406479,0.425139844,0.000723922,0.008589281,0.99816376,0.705030739,0.027909007,0.996388078,0.973776817,0.226,0.264
"481","cid2733526","CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1",371.22,2,0,12.47,8,3,6,2,0,19,0,0,0.451,0.231,16,0,1,1,0,-5.774792459,4.628241287,6.311175841,11.26485593,7.814588177,-4.333652079,0.429910928,0.975969613,0.008227557,3.99e-05,0.000324607,0.034894407,0.031811059,0.00254862,0.040524177,0.779534817,0.999997854,0.998914242,0.865438521,98.33390475,1.374996582,1.010031865,1,0.015742984,0.999999762,0.004484951,0.999970317,0.986790895,0.999824703,0.978544295,0.999999881,0.999999523,0.999731958,0.999775589,0.985869884,11.8083178,1.217891196,0.898377001,0.827313423,0.487337351,0.508602679,0.738934755,0.709960699,0.57799387,9.27e-06,0.00240733,0.906328022,0.865951121,0.940858722,0.814820349,0.526864648,0.895625055,0.79790473,0.102417462,0.714840531,0.731847286,0.001519985,0.016168036,0.000418724,0.99228704,0.989328563,0.179714739,0.000321215,0.97554338,0.001083095,0.595039248,0.988506436,0.522431493,0.953,0.01
"482","cid3038522","COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1",562.33,10,1,92.29,12,5,10,10,0,30,0,0,0.344,0.516,64.34,0,0,1,1,-4.626322954,3.401059232,4.223925337,9.04893766,7.639543205,-4.900415862,0.006231735,0.228622258,0.402969509,0.000963092,0.001527846,0.001028299,0.463829398,0.999929428,0.999976873,0.631654382,0.999999523,0.001873784,0.996974826,94.17675951,0.26240595,4.206611986,0.044768136,6.11e-06,0.999949694,1.34e-12,1.87e-10,0.993043423,0.000802184,9.61e-06,0.999980807,0.998658657,4.12e-10,0.03422568,0.195966244,9.640915728,1.792550118,0.99448216,0.959626973,0.269669384,0.772403717,0.926453531,0.073757932,0.553079903,1.2e-09,6.71e-05,0.960239708,0.893088043,0.986109674,0.841726482,0.643146276,0.994523525,0.979045391,0.358462781,0.493821442,0.976702452,0.339693874,0.000223964,3.03e-05,0.057479225,0.008406961,1.44e-05,3.39e-05,0.922758162,0.012975913,0.004193252,0.120034471,0.758603513,0.213,0.03
"483","cid6505803","C=CCNC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O",585.31,11,5,166.28,7,2,21,11,0,28,6,1,0.271,0.484,49.304,1,0,1,1,-3.146131981,1.855761315,1.564894255,7.930830191,5.598431847,-5.294253531,0.979432464,0.227446035,0.747238696,0.589740306,0.405247867,0.98360442,0.958398432,0.129839703,0.760554433,0.000167291,0.170835704,0.000168524,0.991687,91.62029678,0.209494715,6.915060527,1.05e-08,4.66e-10,0.048093572,1.17e-10,2.32e-10,1.15e-10,2.11e-16,0.002110481,0.000492136,1.59e-10,1.92e-15,0.089664951,0.031892259,9.994737155,0.78046916,0.065237671,0.913564146,0.669349074,0.472180575,0.358390272,0.927549243,0.75819999,1.54e-06,0.087719247,0.204491034,0.789223731,0.950392365,0.725056946,0.571754694,0.283175528,0.999360502,0.109672576,0.027531955,0.215901241,1.49e-06,9.23e-07,8.76e-08,1.88e-07,0.00030493,1.01e-05,3.95e-10,0.790350378,1.07e-07,3.75e-05,0.008180154,0.884929717,0.056,0.26
"484","cid5394","Cn1nnc2c(C(N)=O)ncn2c1=O",194.06,8,2,108.17,1,2,9,8,0,12,0,0,0.56,0.167,12,0,0,0,1,-1.972606044,-0.360086786,-0.586600993,7.899202645,1.155519086,-5.15459536,0.95720613,9.74e-05,0.179153234,6.04e-05,5.36e-05,0.00016439,0.003307462,0.058647625,0.328349143,1.93e-05,0.000304989,0.794081807,0.718822002,11.47620002,-0.089610198,86.7239303,0.995257437,0.000300012,4.42e-05,0.000297163,0.030226914,1.3e-06,0.000483559,0.00042669,0.05277453,9.93e-05,1.02e-07,0.000870681,0.004216361,1.490281047,1.953572655,0.071405001,0.832800269,0.702525318,0.417529047,0.112042181,0.088205211,0.557104707,0.003588157,0.776103675,0.49537921,0.700414002,0.882515311,0.511375487,0.674551249,0.728867948,0.999620199,0.02643225,0.02310664,0.072178714,0.000349322,3.85e-05,1.79e-06,0.00014567,0.000433697,6.18e-05,5.55e-05,0.014606855,0.000493193,0.000142396,0.000266818,0.001040031,0.015,0
"485","cid452548","COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O",656.16,13,3,160.83,6,8,16,14,0,42,10,1,0.333,0.469,156.34,1,0,1,1,-3.27576344,1.601765952,1.102023675,6.341965091,4.747070147,-6.002347442,0.153279468,0.000895373,0.028100582,0.000236571,0.004789054,0.000175297,0.603197664,0.248923957,0.727237523,0.000397716,0.993945539,0.513635457,0.989645004,99.25385826,-0.218693255,1.341419772,0.245570302,0.033323772,1,0.18640995,0.999964714,9.12e-06,0.046942703,0.999054134,0.852036238,0.436042488,0.863423288,0.000188948,0.001656838,1.363887796,3.11051491,0.141176566,0.997049034,0.946871698,0.353589624,0.620643437,0.87093246,0.766833067,2.86e-06,0.048769176,0.093272142,0.847074866,0.925161302,0.8162359,0.36146003,0.801757097,0.993822455,0.303570867,0.274717778,0.690148711,0.757662416,0.000590413,9.37e-05,0.003807282,0.007532512,5.32e-05,8.22e-09,0.405526638,0.025866572,0.02239692,0.027051162,0.879823446,0.308,0.003
