"","ChEMBL ID","AlogP","Polar Surface Area","HBA","HBD","#RO5 Violations","#Rotatable Bonds","Passes Ro3","QED Weighted","CX Acidic pKa","CX Basic pKa","CX LogP","CX LogD","Aromatic Rings","Inorganic Flag","Heavy Atoms","HBA (Lipinski)","HBD (Lipinski)","#RO5 Violations (Lipinski)","Smiles"
"101","CHEMBL1095004","1.76","218.99","13","9","3","9","N","0.15","11.93","None","1.31","1.31","0",-1,"54","13","9","3","CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O)C[C@]12C"
"102","CHEMBL509922","3.58","51.46","4","1","0","0","N","0.65","8.95","None","4.37","4.36","3",-1,"23","4","1","0","Cn1c2ccccc2c(=O)c2c(O)cc3c(c21)C=CC(C)(C)O3"
"103","CHEMBL526664","4.91","66.76","3","2","0","7","N","0.68","4.34","None","4.98","2.04","1",-1,"26","4","2","0","CC(C)=CCC/C(C)=C/CC[C@@]1(C)Oc2ccc(C(=O)O)cc2C[C@H]1O"
"104","CHEMBL452683","2.67","20.23","1","1","0","4","N","0.62","None","None","2.50","2.50","0",-1,"11","1","1","0","CC(C)=CCC/C(C)=C\CO"
"105","CHEMBL1200961","3.93","16.13","2","0","0","5","N","0.83","None","9.48","3.75","1.68","2",0,"19","2","0","0","CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O"
"106","CHEMBL1200927","3.82","16.13","2","0","0","5","N","0.82","None","9.47","3.58","1.52","2",0,"19","2","0","0","CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O"
"107","CHEMBL351769","None","None","None","None","None","None","None","None","None","None","None","None","None",-1,"None","None","None","None","Nc1ccc([As](=O)(O)O)cc1"
"108","CHEMBL1095340","None","None","None","None","None","None","None","None","None","None","None","None","None",-1,"None","None","None","None","C/C=C(\C)C(=O)O[C@H]1[C@H](OC(C)=O)[C@@]2(CO)[C@@H](CC1(C)C)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]6O[C@@H](CO)[C@H](O)[C@H]6O)[C@H]5O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)[C@@H](O)[C@H]2O"
"109","CHEMBL1094681","None","None","None","None","None","None","None","None","None","None","None","None","None",-1,"None","None","None","None","C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)C(C)CC)[C@@]2(CO)[C@@H](CC1(C)C)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]6O[C@@H](CO)[C@H](O)[C@H]6O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@](C)(CO)[C@@H]4CC[C@@]3(C)[C@]1(C)[C@@H](C)[C@H]2O"
"110","CHEMBL69439","5.20","49.83","2","1","1","13","N","0.22","4.49","None","5.44","2.63","0",-1,"23","3","1","1","CCCCC/C=C\C/C=C\C=C\C=C\[C@@H]1O[C@H]1CCCC(=O)O"
"111","CHEMBL185151","4.09","103.67","5","3","1","10","N","0.40","4.21","8.53","2.33","2.31","2",-1,"38","8","3","1","CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(=O)O)C(C)C)C(C)(C)C)C(C)(C)c1cn(C)c2ccccc12"
"112","CHEMBL487183","4.94","66.76","4","2","0","1","N","0.54","8.92","None","5.56","5.55","1",-1,"27","4","2","0","COC(=O)c1cc(O)c(O)c2c1[C@]1(C)CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1C2"
"113","CHEMBL374308","-1.28","153.03","7","5","0","7","N","0.37","3.64","None","-1.22","-4.55","0",-1,"25","9","5","0","CC(=O)N[C@@H](CSC(=O)[C@]1([C@@H](O)C(C)C)NC(=O)[C@H](C)[C@@H]1O)C(=O)O"
"114","CHEMBL589092","4.76","50.19","3","1","0","4","N","0.75","4.82","1.30","5.06","2.53","3",0,"22","3","1","0","O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1"
"115","CHEMBL1315492","4.28","37.30","2","1","0","2","N","0.77","None","None","3.20","3.20","0",0,"23","2","1","0","C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C"
"116","CHEMBL473659","-0.03","298.14","18","12","3","13","N","0.09","11.85","None","0.22","0.22","0",0,"66","18","12","3","CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C"
"117","CHEMBL54472","0.50","118.30","3","4","0","3","N","0.55","-1.37","8.94","-2.29","-5.17","0",-1,"16","7","4","0","O=P(O)(O)C(N1CCCCCC1)P(=O)(O)O"
"118","CHEMBL1334692","3.82","55.12","3","1","0","4","N","0.80","4.27","1.36","4.33","1.35","3",0,"22","4","1","0","O=C(O)Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1"
"119","CHEMBL1077094","3.32","131.89","9","2","1","3","N","0.23","13.35","None","2.98","2.98","0",-1,"41","9","2","1","C=C1[C@@H]2C[C@@]3(O)[C@@H](C[C@@H](OC(C)=O)[C@H]4C(C)(C)OC(=O)C=C[C@]45O[C@@H]53)[C@]2(C)CC[C@@]1(O)[C@@H](C)[C@H]1CC=C(C)C(=O)O1"
"120","CHEMBL443563","4.11","65.75","6","1","0","6","N","0.74","11.90","0.36","3.13","3.13","3",-1,"24","6","1","0","COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1OC"
"121","CHEMBL1911631","2.41","144.28","10","3","1","9","N","0.12","11.65","None","3.44","3.44","0",-1,"42","10","3","1","C=C(C)[C@@]12O[C@@]3(/C=C/C=C/CCCCC)O[C@@H]1[C@@H]1[C@@H]4O[C@]4(CO)[C@@H](O)[C@]4(O)C(=O)C(C)=C[C@H]4[C@@]1(O3)[C@H](C)[C@H]2OC(C)=O"
"122","CHEMBL1201002","1.70","70.59","4","3","0","5","N","0.77","13.41","9.76","1.42","-0.89","1",0,"21","5","3","0","CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2.Cl"
"123","CHEMBL506955","4.32","165.70","11","2","2","7","N","0.30","11.37","None","3.84","3.84","1",-1,"52","14","2","2","COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)C(C)C)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2OC"
"124","CHEMBL2106004","3.81","90.93","6","1","0","4","N","0.51","11.20","None","3.57","3.57","3",0,"31","7","1","0","CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)Oc3ccccc3NC2=O)cc1"
"125","CHEMBL589070","2.28","25.36","2","0","0","0","Y","0.45","None","None","-2.17","-2.17","4",-1,"20","3","0","0","O=c1cc2c3c4c(cc[n+]3CCC2)c2ccccc2n14.[Cl-]"
"126","CHEMBL179393","1.79","29.43","3","1","0","5","N","0.33","6.42","4.73","0.90","0.25","0",-1,"12","2","0","0","CS/C(S)=N/CCCC[S+](C)[O-]"
"127","CHEMBL466161","6.61","53.60","3","2","1","3","N","0.52","9.31","None","6.17","6.16","3",-1,"27","3","2","1","C=C(C)[C@H]1CC[C@H](C)C[C@@H]1c1c(O)cc(-c2cc3ccccc3o2)cc1O"
"128","CHEMBL219631","3.32","66.31","4","1","0","6","N","0.69","9.38","7.86","2.92","2.49","3",0,"28","5","1","0","O=c1[nH]c2ccc([S+]([O-])CCN3CCC(Cc4ccc(F)cc4)CC3)cc2o1"
"129","CHEMBL1743350","5.39","35.25","2","1","1","7","N","0.58","None","9.28","5.54","3.68","3",-1,"26","2","2","1","CC/C(=C(\c1ccccc1)c1ccc(OCCN)cc1)c1ccccc1"
"130","CHEMBL258867","1.76","111.66","8","1","0","4","N","0.24","None","None","1.57","1.57","0",-1,"30","8","1","0","C=C1C(=O)O[C@@H]2/C=C(/C)[C@@H](OC(C)=O)C[C@H]3O[C@]3(C)C[C@@H](OC(=O)/C(=C/C)CO)[C@@H]12"
"131","CHEMBL1077052","1.07","100.13","6","3","0","2","N","0.77","7.54","None","1.12","0.89","2",-1,"21","6","3","0","CC(C)(O)[C@@H]1Cc2c(cc3oc(CO)cc(=O)c3c2O)O1"
"132","CHEMBL1794794","0.16","58.89","4","1","0","1","N","0.27","6.55","None","0.32","-0.57","0",-1,"4","4","1","0","O=NOO"
"133","CHEMBL1086440","6.04","37.91","3","1","1","3","N","0.58","10.31","4.39","5.88","5.88","3",0,"21","3","1","1","CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1"
"134","CHEMBL504203","None","None","None","None","None","None","None","None","None","None","None","None","None",-1,"None","None","None","None","CC(=O)O[C@H]1CO[C@@H](O[C@@H]2C[C@H](O)CC3=CC[C@H]4[C@@H]5C[C@@H]6OC(CC[C@@H](C)CO[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)=C(C)[C@@H]6[C@@]5(C)CC[C@@H]4[C@]32C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O"
"135","CHEMBL1078332","3.92","52.99","3","2","0","2","N","0.60","None","None","3.20","3.20","0",-1,"23","3","2","0","C=C(C)[C@H]1CC/C(C)=C/CC[C@@]2(C)O[C@@H]2CC/C(CO)=C\[C@@H]1O"
"136","CHEMBL233095","-1.94","282.21","19","9","3","15","N","0.07","9.69","None","-0.17","-0.17","2",-1,"55","19","9","3","COc1cc(/C=C/C(=O)O[C@@H]2[C@@H](CO[C@H]3OCC(O)(CO)[C@@H]3O)O[C@@H](OCCc3ccc(O)c(OC)c3)[C@H](O)[C@H]2O[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)ccc1O"
"137","CHEMBL269362","3.36","59.22","3","1","0","8","N","0.80","None","10.42","3.47","0.57","2",-1,"25","4","2","0","CC(C)N(CC[C@@](C(N)=O)(c1ccccc1)c1ccccn1)C(C)C"
"138","CHEMBL493636","2.35","118.41","5","2","0","5","N","0.64","7.44","None","1.64","1.40","2",0,"23","8","2","0","CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1"
"139","CHEMBL2105534","2.40","51.44","4","0","0","2","N","0.72","None","5.38","1.63","1.63","3",0,"19","4","0","0","CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1"
"140","CHEMBL515971","6.69","64.99","4","1","1","16","N","0.13","4.09","None","7.10","4.00","0",-1,"31","5","1","1","C=CCC/C=C\C=C/CCCCCCCC[C@H]1CC[C@H]([C@@H]2CC[C@@H](CC(=O)[O-])OO2)O1.[Na+]"
"141","CHEMBL445045","0.00","192.19","13","3","2","5","N","0.21","12.54","None","-0.05","-0.05","0",-1,"43","13","3","2","COC(=O)[C@]12OC[C@@]34[C@H]1[C@@H](OC(=O)/C=C(\C)C(C)(C)OC(C)=O)C(=O)O[C@@H]3C[C@H]1[C@H](C)CC(=O)[C@@H](O)[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O"
"142","CHEMBL517666","4.15","58.20","2","2","0","6","N","0.83","None","None","3.93","3.93","2",-1,"25","4","2","0","CCC(=O)Nc1ccc(C)c(-c2ccc(C(=O)NCC3CC3)cc2)c1"
"143","CHEMBL516677","1.18","114.68","8","3","0","2","N","0.52","9.47","None","1.99","1.99","1",-1,"27","8","3","0","COc1cc(O)c2c(c1)[C@@H]([C@H]1C[C@H](O)[C@H](O)[C@@]3(C=CC[C@H](C)O3)O1)OC2=O"
"144","CHEMBL455376","3.21","78.90","6","0","0","4","N","0.49","None","None","2.09","2.09","2",-1,"24","6","0","0","COc1cc(OC(C)=O)cc2cc(C)c(C(C)=O)c(OC(C)=O)c12"
"145","CHEMBL485794","4.24","66.76","4","2","0","1","N","0.64","13.28","None","3.57","3.57","0",-1,"29","4","2","0","C[C@]1(CO)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)[C@@H]3CCC4=C(C(=O)OC4)[C@@]3(C)[C@H](O)C[C@@H]12"
"146","CHEMBL453228","6.83","125.68","8","4","2","25","N","0.06","13.28","None","7.61","7.61","0",-1,"45","8","4","2","CCCCCC(O)C(O)CCC[C@H](O)[C@H]1CC[C@@H]([C@@H]2CC[C@@H]([C@@H](O)CCCCCCCCCCCCC3=C[C@H](C)OC3=O)O2)O1"
"147","CHEMBL226545","1.70","36.02","1","2","0","2","Y","0.69","None","None","1.59","1.59","2",-1,"12","2","2","0","OCCc1c[nH]c2ccccc12"
"148","CHEMBL190333","5.12","50.94","4","1","1","7","N","0.42","None","4.89","5.43","5.43","4",0,"32","4","1","1","OCCC#Cc1nc(-c2ccc(F)cc2)c(-c2ccncc2)n1CCCc1ccccc1"
"149","CHEMBL501233","5.58","133.41","9","2","2","22","N","0.16","12.31","8.06","5.51","4.77","2",-1,"56","12","2","3","CC[C@H](C)[C@@H](C(=O)N[C@H](C(=O)N(C)[C@@H]([C@@H](C)CC)[C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)C(C)C)N(C)C"
"150","CHEMBL465514","4.55","122.65","6","1","1","6","N","0.55","4.31","None","4.43","1.48","0",-1,"37","7","1","1","C[C@H](CC(=O)C[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O)C(=O)O"
"151","CHEMBL515564","6.86","134.61","9","2","2","25","N","0.10","1.40","3.75","3.40","3.38","2",0,"39","10","3","2","CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21"
"152","CHEMBL13458","2.48","41.46","2","1","0","1","Y","0.81","12.32","3.53","2.61","2.61","2",-1,"18","3","1","0","O=C1CN=C(c2ccccc2)c2ccccc2N1"
"153","CHEMBL459407","6.45","73.83","4","3","1","6","N","0.43","8.29","None","6.18","6.12","3",-1,"28","4","3","1","CC(C)=CCC/C(C)=C/Cc1c(O)ccc2cc(-c3cc(O)cc(O)c3)oc12"
"154","CHEMBL145927","2.99","57.53","3","2","0","3","Y","0.64","7.84","None","3.28","3.15","2",-1,"18","3","2","0","O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1"
"155","CHEMBL517171","5.60","130.42","8","4","2","10","N","0.19","12.27","9.07","6.16","4.48","4",-1,"40","10","5","2","CCCN1CCC(Oc2cc(Nc3nc(Nc4cccc(F)c4C(N)=O)c4cc[nH]c4n3)c(OC)cc2Cl)CC1"
"156","CHEMBL470337","-0.59","149.82","9","5","0","2","N","0.48","6.40","None","0.21","-0.89","2",-1,"24","9","5","0","C[C@@H]1O[C@@H](Oc2coc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O"
"157","CHEMBL486477","None","None","None","None","None","None","None","None","None","None","None","None","None",-1,"None","None","None","None","CO[C@@H]1C[C@H](O[C@H]2CC[C@@]3(C)C(=CC[C@H]4C(=O)OC5CO[C@]6(C)OC=C(CC[C@@H]43)[C@H]56)C2)O[C@H](C)[C@H]1O[C@H]1C[C@H](O)[C@H](O[C@@H]2C[C@@H](OC)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1"
"158","CHEMBL1201023","3.66","12.47","2","0","0","6","N","0.79","None","8.87","4.17","2.69","2",0,"20","2","0","0","Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl"
"159","CHEMBL460033","4.55","20.23","1","1","0","4","N","0.73","10.42","None","5.09","5.09","1",-1,"16","1","1","0","CC(C)=CCC[C@@H](C)c1ccc(C)c(O)c1"
"160","CHEMBL16476","2.87","32.26","2","2","0","4","N","0.84","None","9.57","2.66","0.53","2",0,"17","2","2","0","CC(C)NCC(O)c1ccc2ccccc2c1"
"161","CHEMBL510481","6.81","164.33","8","3","2","8","N","0.14","3.05","4.85","6.19","4.30","3",-1,"47","11","3","3","C=Cc1c(C)c2cc3nc(c(C(=O)C(=O)OC)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)OC)[C@@H](CCC(=O)O)[C@@H]3C"
"162","CHEMBL1354","None","None","None","None","None","None","None","None","None","None","None","None","None",0,"None","None","None","None","CC(=O)[O-].[Na+]"
"163","CHEMBL1909373","4.88","154.67","6","5","0","6","N","0.27","3.82","4.60","3.22","0.92","4",-1,"34","11","5","1","COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(C(=O)O)c4)cc3)ccc2[nH]1.Cl"
"164","CHEMBL1672627","3.09","80.66","5","1","0","4","N","0.79","11.28","4.14","1.92","1.92","3",0,"25","6","1","0","O=C(Nc1cnc(-c2ccncc2F)c(-c2cccnc2)n1)C1CC1"
"165","CHEMBL452206","3.31","227.34","18","2","2","21","N","0.10","12.25","None","4.65","4.65","0",-1,"58","18","2","2","CCCCCCCCO[C@@H]1O[C@@H](C)[C@H](OC(=O)CCCCC)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(C)=O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](OC(C)=O)[C@@H](O)[C@H]3OC(C)=O)[C@H]2OC(C)=O)[C@H]1O"
"166","CHEMBL465682","3.90","17.07","1","0","0","0","N","0.56","None","None","3.85","3.85","0",-1,"16","1","0","0","C=C1CC/C=C(\C)C(=O)C[C@@H]2[C@@H]1CC2(C)C"
"167","CHEMBL482228","0.84","96.22","6","3","0","1","N","0.66","9.50","None","1.00","1.00","1",-1,"21","6","3","0","COc1cc(O)c2c(c1)C1=C[C@H](O)[C@@H](O)C[C@]1(C)OC2=O"
"168","CHEMBL1788386","2.96","63.68","4","0","0","4","N","0.45","None","None","3.09","3.09","0",0,"24","5","0","0","CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C"
"169","CHEMBL1162496","-0.16","57.53","2","2","0","2","Y","0.51","4.41","None","-0.39","-3.27","0",0,"7","3","2","0","CC(O)CC(=O)O"
"170","CHEMBL150764","2.11","140.32","4","4","0","5","N","0.52","2.43","None","3.03","-3.93","3",0,"26","8","4","0","CCCCc1cc2c(=O)cc(C(=O)O)[nH]c2c2c(=O)cc(C(=O)O)[nH]c12"
"171","CHEMBL271594","2.23","113.65","5","3","0","4","N","0.73","8.68","1.11","2.92","2.89","2",-1,"25","7","4","0","CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1"
"172","CHEMBL538921","-3.07","289.66","17","11","3","7","N","0.12","6.35","None","-2.44","-3.51","3",-1,"44","17","11","3","O=c1cc(-c2ccc(O)cc2)oc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12"
"173","CHEMBL4080228","3.53","80.86","5","1","0","6","N","0.70","11.14","None","1.86","1.86","2",0,"31","7","1","0","COc1cc(C)[nH]c(=O)c1CN1CCc2c(Cl)cc([C@H](OC)C3COC3)c(Cl)c2C1=O"
"174","CHEMBL465644","1.77","78.90","6","0","0","5","N","0.61","None","None","2.17","2.17","1",-1,"22","6","0","0","CC(=O)OC(/C=C1/C=CC(=O)O1)COC(=O)c1ccccc1"
"175","CHEMBL503334","-0.47","123.76","5","4","0","4","N","0.56","2.79","4.18","-1.52","-3.84","2",-1,"16","8","4","0","O=C(O)CCNc1ncnc2[nH]c(=O)[nH]c12"
"176","CHEMBL1079780","3.50","100.90","4","2","0","4","N","0.57","4.06","None","3.54","-2.23","0",-1,"27","6","2","0","C=C1C[C@]2(C(=O)O)C[C@H]1CC[C@H]2[C@]1(C)CCC[C@@](C)(C(=O)OC)[C@H]1C(=O)O"
"177","CHEMBL471689","1.82","63.60","4","1","0","0","N","0.54","None","None","2.06","2.06","0",-1,"19","4","1","0","CC1(C)CCC[C@@]2(C)[C@H]1[C@@H](O)C=C1C(=O)OC(=O)[C@@H]12"
"178","CHEMBL318191","3.68","75.63","4","2","0","3","N","0.78","12.39","None","2.87","2.87","2",0,"27","5","2","0","CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)c(Cl)c1)[C@H](O)C(C)(C)O2"
"179","CHEMBL1909289","4.71","75.63","4","2","0","8","N","0.44","4.68","None","4.69","2.04","3",0,"28","5","2","0","CCOC(Nc1ccc(C(=O)O)cc1)C(=O)c1ccc(-c2ccccc2)cc1"
"180","CHEMBL2359966","3.17","45.59","4","1","0","4","N","0.88","13.89","9.05","2.51","0.86","2",0,"24","4","1","0","C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O"
"181","CHEMBL259668","6.38","126.71","10","4","2","9","N","0.12","12.42","None","5.21","5.21","0",-1,"52","9","4","2","C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6NC(=O)CCCCC6CCSS6)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]12CC[C@@H](C)CO2"
"182","CHEMBL1095238","-0.79","246.04","15","8","3","7","N","0.13","11.94","0.30","-1.42","-1.42","1",-1,"51","15","8","3","C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O"
"183","CHEMBL252036","0.27","145.61","8","3","0","4","N","0.67","1.35","4.89","-3.53","-3.52","2",0,"22","10","4","0","Nc1ncnc2c1ncn2[C@@H]1O[C@H](OCP(=O)(O)O)C=C1F"
"184","CHEMBL259638","2.60","81.57","3","2","0","0","N","0.66","12.01","3.34","1.76","1.76","3",-1,"21","5","2","0","N#Cc1ccc2[nH]c3c(c2c1)CC(=O)Nc1cccnc1-3"
"185","CHEMBL168640","4.12","151.06","7","4","1","16","N","0.14","13.30","2.43","4.09","4.09","3",0,"44","10","5","1","COC(=O)N[C@H](C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1"
"186","CHEMBL1170","4.84","43.37","3","0","0","2","N","0.67","None","None","4.51","4.51","0",0,"25","3","0","0","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C"
"187","CHEMBL374608","2.61","118.98","10","1","1","4","N","0.47","13.63","None","1.85","1.85","1",-1,"37","10","1","1","C/C=C(\C)C(=O)O[C@H]1[C@@](C)(O)[C@@H](C)[C@H]2O[C@@]13CC(=O)C(OC)=C(OC)C31COc3c4c(cc2c31)OCO4"
"188","CHEMBL136396","2.09","120.89","9","1","1","0","N","0.23","13.07","None","2.85","2.85","0",-1,"36","9","1","1","CC1=C[C@H]2O[C@@H]3[C@H](O)[C@H]4OC(=O)/C=C\C=C\C(=O)OCC/C(C)=C/C(=O)OC[C@@]2(CC1)[C@]4(C)[C@]31CO1"
"189","CHEMBL487","5.70","32.70","3","1","1","8","N","0.50","9.43","8.66","5.69","4.67","3",0,"29","3","1","1","CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1"
"190","CHEMBL463563","2.60","118.59","8","3","0","4","N","0.61","8.34","None","2.23","2.19","3",-1,"26","8","3","0","COc1cc(-c2cc(=O)c3c(O)c(OC)c(OC)c(O)c3o2)ccc1O"
"191","CHEMBL303984","5.37","189.78","11","5","3","9","N","0.09","5.15","None","4.94","2.73","4",-1,"49","13","5","3","CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2Cl)OC1(C)C"
"192","CHEMBL2178578","4.30","90.18","4","1","0","5","N","0.36","7.30","0.50","3.59","3.30","3",0,"30","6","1","0","CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1"
"193","CHEMBL22055","6.52","97.60","8","2","2","10","N","0.16","9.07","7.57","6.87","6.63","6",0,"48","9","2","2","CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)Cc2ccccc2)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1"
"194","CHEMBL1800807","9.76","38.77","3","0","2","6","N","0.25","None","None","9.30","9.30","3",0,"44","4","0","2","COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C"
"195","CHEMBL501610","0.97","228.22","14","9","3","7","N","0.16","12.12","None","0.33","0.33","0",-1,"55","14","9","3","CC(C)(O)[C@@H]1CC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)C[C@]23C)O1"
"196","CHEMBL504029","4.10","139.84","8","6","2","6","N","0.19","12.21","None","3.36","3.36","0",-1,"44","8","6","2","CC(C)=CC/C=C(\C)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C"
"197","CHEMBL1200622","5.56","60.69","3","3","1","5","N","0.51","None","None","4.26","4.26","0",0,"30","3","3","1","C[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O"
"198","CHEMBL2021442","7.52","134.53","11","3","3","15","N","0.11","9.76","None","6.44","6.44","4",-1,"52","11","3","3","COc1ccc([C@@H](O)[C@@H](C)Oc2ccc([C@H]3O[C@H](c4ccc(O[C@H](C)[C@H](O)c5ccc(OC)c(OC)c5)c(OC)c4)[C@H](C)[C@H]3C)cc2O)cc1OC"
"199","CHEMBL1637","-1.29","110.60","7","3","0","2","N","0.61","11.52","None","-1.47","-1.47","1",0,"18","7","4","0","Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1"
